uid,table_name,name,data_type,nullable,description
AP_INVOICES_ALL.EXCLUSIVE_PAYMENT_FLAG,AP_INVOICES_ALL,EXCLUSIVE_PAYMENT_FLAG,VARCHAR2,Yes,Pay invoice on separate payment document flag
AP_INVOICES_ALL.PO_HEADER_ID,AP_INVOICES_ALL,PO_HEADER_ID,NUMBER,Yes,the PO number the invoice is matched to.
AP_INVOICES_ALL.FREIGHT_AMOUNT,AP_INVOICES_ALL,FREIGHT_AMOUNT,NUMBER,Yes,Total freight amount for an invoice.
AP_INVOICES_ALL.GOODS_RECEIVED_DATE,AP_INVOICES_ALL,GOODS_RECEIVED_DATE,DATE,Yes,Date when goods on the invoice were received.
AP_INVOICES_ALL.INVOICE_RECEIVED_DATE,AP_INVOICES_ALL,INVOICE_RECEIVED_DATE,DATE,Yes,Date when the invoice was received. This is used to calculate when the invoice is due.
AP_INVOICES_ALL.VOUCHER_NUM,AP_INVOICES_ALL,VOUCHER_NUM,VARCHAR2,Yes,Voucher number; validated (Sequential Numbering enabled) or non-validated (Sequential Numbering not enabled)
AP_INVOICES_ALL.APPROVED_AMOUNT,AP_INVOICES_ALL,APPROVED_AMOUNT,NUMBER,Yes,Invoice amount approved through manual authorization for payment (used for reference purposes only).
AP_INVOICES_ALL.RECURRING_PAYMENT_ID,AP_INVOICES_ALL,RECURRING_PAYMENT_ID,NUMBER,Yes,Recurring invoice identifier.
AP_INVOICES_ALL.EARLIEST_SETTLEMENT_DATE,AP_INVOICES_ALL,EARLIEST_SETTLEMENT_DATE,DATE,Yes,Date associated with a prepayment after which you can apply the prepayment against invoices.  Only used for temporary prepayments.  Column is null for permanent prepayments and other invoice types
AP_INVOICES_ALL.DOC_SEQUENCE_ID,AP_INVOICES_ALL,DOC_SEQUENCE_ID,NUMBER,Yes,Sequential Numbering (voucher number) document sequence identifier
AP_INVOICES_ALL.DOC_SEQUENCE_VALUE,AP_INVOICES_ALL,DOC_SEQUENCE_VALUE,NUMBER,Yes,Voucher number (Sequential Numbering) for invoice
AP_INVOICES_ALL.DOC_CATEGORY_CODE,AP_INVOICES_ALL,DOC_CATEGORY_CODE,VARCHAR2,Yes,Sequential Numbering (voucher number) document category
AP_INVOICES_ALL.APPROVAL_STATUS,AP_INVOICES_ALL,APPROVAL_STATUS,VARCHAR2,Yes,Status of manual authorization invoice approval (used for reference purposes only).
AP_INVOICES_ALL.APPROVAL_DESCRIPTION,AP_INVOICES_ALL,APPROVAL_DESCRIPTION,VARCHAR2,Yes,Description of manual authorization invoice approval (used for reference purposes only).
AP_INVOICES_ALL.POSTING_STATUS,AP_INVOICES_ALL,POSTING_STATUS,VARCHAR2,Yes,"Status that indicates if invoice can be posted (either Available or N - column is populated, but not used)"
AP_INVOICES_ALL.CANCELLED_DATE,AP_INVOICES_ALL,CANCELLED_DATE,DATE,Yes,Date when the invoice was canceled.
AP_INVOICES_ALL.CANCELLED_BY,AP_INVOICES_ALL,CANCELLED_BY,VARCHAR2,Yes,User ID of person who canceled an invoice.
AP_INVOICES_ALL.CANCELLED_AMOUNT,AP_INVOICES_ALL,CANCELLED_AMOUNT,NUMBER,Yes,Original amount of canceled invoice.
AP_INVOICES_ALL.TEMP_CANCELLED_AMOUNT,AP_INVOICES_ALL,TEMP_CANCELLED_AMOUNT,NUMBER,Yes,Column for recording the original amount of an invoice until cancellation completes successfully
AP_INVOICES_ALL.USSGL_TRANSACTION_CODE,AP_INVOICES_ALL,USSGL_TRANSACTION_CODE,VARCHAR2,Yes,Default transaction code for creating US Standard General Ledger journal entries (Oracle Public Sector Payables)
AP_INVOICES_ALL.USSGL_TRX_CODE_CONTEXT,AP_INVOICES_ALL,USSGL_TRX_CODE_CONTEXT,VARCHAR2,Yes,USSGL Transaction Code Descriptive Flexfield context column
AP_INVOICES_ALL.PROJECT_ID,AP_INVOICES_ALL,PROJECT_ID,NUMBER,Yes,Identifier for project used to build default Accounting Flexfield
AP_INVOICES_ALL.TASK_ID,AP_INVOICES_ALL,TASK_ID,NUMBER,Yes,Identifier for project task used to build default Accounting Flexfield
AP_INVOICES_ALL.EXPENDITURE_TYPE,AP_INVOICES_ALL,EXPENDITURE_TYPE,VARCHAR2,Yes,Project expenditure type used to build default Accounting Flexfield
AP_INVOICES_ALL.EXPENDITURE_ITEM_DATE,AP_INVOICES_ALL,EXPENDITURE_ITEM_DATE,DATE,Yes,Project expenditure item date used to build default Accounting Flexfield
AP_INVOICES_ALL.PA_QUANTITY,AP_INVOICES_ALL,PA_QUANTITY,NUMBER,Yes,Project item quantity used to build default Accounting Flexfield
AP_INVOICES_ALL.EXPENDITURE_ORGANIZATION_ID,AP_INVOICES_ALL,EXPENDITURE_ORGANIZATION_ID,NUMBER,Yes,Identifier for project organization used to build default Accounting Flexfield
AP_INVOICES_ALL.PA_DEFAULT_DIST_CCID,AP_INVOICES_ALL,PA_DEFAULT_DIST_CCID,NUMBER,Yes,Identifier for project-related invoice default Accounting Flexfield (defaults to invoice distribution lines)
AP_INVOICES_ALL.PAYMENT_AMOUNT_TOTAL,AP_INVOICES_ALL,PAYMENT_AMOUNT_TOTAL,NUMBER,Yes,Amount of invoice that has been paid
AP_INVOICES_ALL.AWT_FLAG,AP_INVOICES_ALL,AWT_FLAG,VARCHAR2,Yes,"Flag to indicate if Automatic Withholding Tax has been calculated automatically (A), or manually (M)"
AP_INVOICES_ALL.AWT_GROUP_ID,AP_INVOICES_ALL,AWT_GROUP_ID,NUMBER,Yes,Withholding tax group identifier
AP_INVOICES_ALL.REFERENCE_1,AP_INVOICES_ALL,REFERENCE_1,VARCHAR2,Yes,Reference information from Oracle Projects expense reports
AP_INVOICES_ALL.REFERENCE_2,AP_INVOICES_ALL,REFERENCE_2,VARCHAR2,Yes,Reference information from Oracle Projects expense reports
AP_INVOICES_ALL.ORG_ID,AP_INVOICES_ALL,ORG_ID,NUMBER,Yes,Indicates the identifier of the business unit associated to the row.
AP_INVOICES_ALL.PRE_WITHHOLDING_AMOUNT,AP_INVOICES_ALL,PRE_WITHHOLDING_AMOUNT,NUMBER,Yes,Reserved for future use
AP_INVOICES_ALL.PAYMENT_CROSS_RATE_TYPE,AP_INVOICES_ALL,PAYMENT_CROSS_RATE_TYPE,VARCHAR2,Yes,Cross currency payment rate type (only valid value in this release is EMU Fixed)
AP_INVOICES_ALL.PAYMENT_CROSS_RATE_DATE,AP_INVOICES_ALL,PAYMENT_CROSS_RATE_DATE,DATE,Yes,Cross currency payment rate date
AP_INVOICES_ALL.PAY_CURR_INVOICE_AMOUNT,AP_INVOICES_ALL,PAY_CURR_INVOICE_AMOUNT,NUMBER,Yes,Invoice amount in the payment currency
AP_INVOICES_ALL.MRC_BASE_AMOUNT,AP_INVOICES_ALL,MRC_BASE_AMOUNT,VARCHAR2,Yes,Multiple Reporting Currencies only: Concatenated string of reporting set of books ID and invoice amount in the reporting currency pairs
AP_INVOICES_ALL.MRC_EXCHANGE_RATE,AP_INVOICES_ALL,MRC_EXCHANGE_RATE,VARCHAR2,Yes,Multiple Reporting Currencies only: Concatenated string of reporting set of books ID and currency conversion rate pairs
AP_INVOICES_ALL.MRC_EXCHANGE_RATE_TYPE,AP_INVOICES_ALL,MRC_EXCHANGE_RATE_TYPE,VARCHAR2,Yes,Multiple Reporting Currencies only: Concatenated string of reporting set of books ID and currency conversion rate type pairs
AP_INVOICES_ALL.MRC_EXCHANGE_DATE,AP_INVOICES_ALL,MRC_EXCHANGE_DATE,VARCHAR2,Yes,Multiple Reporting Currencies only: Concatenated string of reporting set of books ID and currency conversion date pairs
AP_INVOICES_ALL.MRC_POSTING_STATUS,AP_INVOICES_ALL,MRC_POSTING_STATUS,VARCHAR2,Yes,Multiple Reporting Currencies only: Concatenated string of reporting set of books ID
AP_INVOICES_ALL.GL_DATE,AP_INVOICES_ALL,GL_DATE,DATE,Yes,Accounting date to default to invoice distributions
AP_INVOICES_ALL.AWARD_ID,AP_INVOICES_ALL,AWARD_ID,NUMBER,Yes,"If Oracle Grants Accounting is installed, the award ID is used with data in project columns to track grant information"
AP_INVOICES_ALL.PAID_ON_BEHALF_EMPLOYEE_ID,AP_INVOICES_ALL,PAID_ON_BEHALF_EMPLOYEE_ID,NUMBER,Yes,"When an expense report gets split in Both Pay scenario, the new expense report's paid_on_behalf_employee_id gets populated with the original expense report's employee_id."
AP_INVOICES_ALL.AMT_DUE_CCARD_COMPANY,AP_INVOICES_ALL,AMT_DUE_CCARD_COMPANY,NUMBER,Yes,Amount that is due to credit card company
AP_INVOICES_ALL.AMT_DUE_EMPLOYEE,AP_INVOICES_ALL,AMT_DUE_EMPLOYEE,NUMBER,Yes,Amount that is due to an employee.
AP_INVOICES_ALL.APPROVAL_READY_FLAG,AP_INVOICES_ALL,APPROVAL_READY_FLAG,VARCHAR2,Yes,Indicates whether invoice is ready for the Invoice Approval Workflow process (Y or N)
AP_INVOICES_ALL.APPROVAL_ITERATION,AP_INVOICES_ALL,APPROVAL_ITERATION,NUMBER,Yes,Count of times invoice has passed through the Invoice Approval Workflow process
AP_INVOICES_ALL.WFAPPROVAL_STATUS,AP_INVOICES_ALL,WFAPPROVAL_STATUS,VARCHAR2,Yes,Status of invoice in the Invoice Approval Workflow process
AP_INVOICES_ALL.REQUESTER_ID,AP_INVOICES_ALL,REQUESTER_ID,NUMBER,Yes,Requester of invoice is used by the Invoice Approval Workflow process to generate the list of approvers
AP_INVOICES_ALL.VALIDATION_REQUEST_ID,AP_INVOICES_ALL,VALIDATION_REQUEST_ID,NUMBER,Yes,Identifier for the invoice validation concurrent request that is currently processing the invoice.
AP_INVOICES_ALL.VALIDATED_TAX_AMOUNT,AP_INVOICES_ALL,VALIDATED_TAX_AMOUNT,NUMBER,Yes,Total tax amount excluded from the discountable amount
AP_INVOICES_ALL.QUICK_CREDIT,AP_INVOICES_ALL,QUICK_CREDIT,VARCHAR2,Yes,Indicates whether a Credit or Debit Memo was created as a Quick Credit
AP_INVOICES_ALL.CREDITED_INVOICE_ID,AP_INVOICES_ALL,CREDITED_INVOICE_ID,NUMBER,Yes,Identifier for invoice to be fully reversed by a Credit or Debit Memo
AP_INVOICES_ALL.DISTRIBUTION_SET_ID,AP_INVOICES_ALL,DISTRIBUTION_SET_ID,NUMBER,Yes,Distribution set identifier to be used in the generation of an invoice line and corresponding distributions for the line
AP_INVOICES_ALL.APPLICATION_ID,AP_INVOICES_ALL,APPLICATION_ID,NUMBER,Yes,Unique identifier that identifies the application from where the invoice originated.
AP_INVOICES_ALL.PRODUCT_TABLE,AP_INVOICES_ALL,PRODUCT_TABLE,VARCHAR2,Yes,Name of the product source table used for generating an invoice.
AP_INVOICES_ALL.TOTAL_TAX_AMOUNT,AP_INVOICES_ALL,TOTAL_TAX_AMOUNT,NUMBER,Yes,Total tax charged on an invoice.
AP_INVOICES_ALL.SELF_ASSESSED_TAX_AMOUNT,AP_INVOICES_ALL,SELF_ASSESSED_TAX_AMOUNT,NUMBER,Yes,Total self-assessed tax amount on the invoice.
AP_INVOICES_ALL.TAX_RELATED_INVOICE_ID,AP_INVOICES_ALL,TAX_RELATED_INVOICE_ID,NUMBER,Yes,Tax related to an invoice.
AP_INVOICES_ALL.TRX_BUSINESS_CATEGORY,AP_INVOICES_ALL,TRX_BUSINESS_CATEGORY,VARCHAR2,Yes,Identifies the taxable nature of a transaction based on the business.
AP_INVOICES_ALL.USER_DEFINED_FISC_CLASS,AP_INVOICES_ALL,USER_DEFINED_FISC_CLASS,VARCHAR2,Yes,User Defined Fiscal Classification
AP_INVOICES_ALL.TAXATION_COUNTRY,AP_INVOICES_ALL,TAXATION_COUNTRY,VARCHAR2,Yes,"Country in which the transaction occurred. Oracle Fusion tax sets the context of other tax drivers, such as Product Fiscal Classification based on this value."
AP_INVOICES_ALL.DOCUMENT_SUB_TYPE,AP_INVOICES_ALL,DOCUMENT_SUB_TYPE,VARCHAR2,Yes,Classification to categorize a document associated with a transaction for tax. This affects the taxability of the transaction.
AP_INVOICES_ALL.SUPPLIER_TAX_INVOICE_NUMBER,AP_INVOICES_ALL,SUPPLIER_TAX_INVOICE_NUMBER,VARCHAR2,Yes,Invoice supplier tax invoice number.
AP_INVOICES_ALL.SUPPLIER_TAX_INVOICE_DATE,AP_INVOICES_ALL,SUPPLIER_TAX_INVOICE_DATE,DATE,Yes,"Date when the supplier charged tax, as shown on the purchase order."
AP_INVOICES_ALL.SUPPLIER_TAX_EXCHANGE_RATE,AP_INVOICES_ALL,SUPPLIER_TAX_EXCHANGE_RATE,NUMBER,Yes,Conversion rate for taxes on a supplier invoice.
AP_INVOICES_ALL.TAX_INVOICE_RECORDING_DATE,AP_INVOICES_ALL,TAX_INVOICE_RECORDING_DATE,DATE,Yes,Date when the invoice was recorded.
AP_INVOICES_ALL.TAX_INVOICE_INTERNAL_SEQ,AP_INVOICES_ALL,TAX_INVOICE_INTERNAL_SEQ,VARCHAR2,Yes,Invoice internal sequence number.
AP_INVOICES_ALL.LEGAL_ENTITY_ID,AP_INVOICES_ALL,LEGAL_ENTITY_ID,NUMBER,Yes,Unique identifier of the legal entity.
AP_INVOICES_ALL.HISTORICAL_FLAG,AP_INVOICES_ALL,HISTORICAL_FLAG,VARCHAR2,Yes,Flag that indicates whether a document or invoice is upgraded from a prior release or is newly created.
AP_INVOICES_ALL.FORCE_REVALIDATION_FLAG,AP_INVOICES_ALL,FORCE_REVALIDATION_FLAG,VARCHAR2,Yes,Indicator to enable revalidation of the invoice.
AP_INVOICES_ALL.BANK_CHARGE_BEARER,AP_INVOICES_ALL,BANK_CHARGE_BEARER,VARCHAR2,Yes,Bearer of bank charge cost. Bank charge bearers are defined as the lookup IBY_BANK_CHARGE_BEARER
AP_INVOICES_ALL.REMITTANCE_MESSAGE1,AP_INVOICES_ALL,REMITTANCE_MESSAGE1,VARCHAR2,Yes,Remittance message for use in payment processing
AP_INVOICES_ALL.REMITTANCE_MESSAGE2,AP_INVOICES_ALL,REMITTANCE_MESSAGE2,VARCHAR2,Yes,Remittance message for use in payment processing
AP_INVOICES_ALL.REMITTANCE_MESSAGE3,AP_INVOICES_ALL,REMITTANCE_MESSAGE3,VARCHAR2,Yes,Remittance message for use in payment processing
AP_INVOICES_ALL.UNIQUE_REMITTANCE_IDENTIFIER,AP_INVOICES_ALL,UNIQUE_REMITTANCE_IDENTIFIER,VARCHAR2,Yes,Unique remittance identifier provided by the payee
AP_INVOICES_ALL.URI_CHECK_DIGIT,AP_INVOICES_ALL,URI_CHECK_DIGIT,VARCHAR2,Yes,Unique remittance identifier check digit
AP_INVOICES_ALL.SETTLEMENT_PRIORITY,AP_INVOICES_ALL,SETTLEMENT_PRIORITY,VARCHAR2,Yes,The priority with which the financial institution or payment system should settle payment for this document. The available values for this column come from the FND lookup IBY_SETTLEMENT_PRIORITY
AP_INVOICES_ALL.PAYMENT_REASON_CODE,AP_INVOICES_ALL,PAYMENT_REASON_CODE,VARCHAR2,Yes,Codes provided by the government or central bank of a country. These codes provide the payment system or bank with additional details about the reason for the payment and are used for regulatory reporting purposes.
AP_INVOICES_ALL.PAYMENT_REASON_COMMENTS,AP_INVOICES_ALL,PAYMENT_REASON_COMMENTS,VARCHAR2,Yes,Free text field available for entering a reason for the payment
AP_INVOICES_ALL.PAYMENT_METHOD_CODE,AP_INVOICES_ALL,PAYMENT_METHOD_CODE,VARCHAR2,Yes,"Indicates the payment method, such as check, cash, or credit."
AP_INVOICES_ALL.DELIVERY_CHANNEL_CODE,AP_INVOICES_ALL,DELIVERY_CHANNEL_CODE,VARCHAR2,Yes,"Text on electronic payment that instructs the bank about the execution of payment. For example, print a check and hold it for collection by the payee."
AP_INVOICES_ALL.QUICK_PO_HEADER_ID,AP_INVOICES_ALL,QUICK_PO_HEADER_ID,NUMBER,Yes,PO Number ID is used for QuickMatch and to default values from the purchase order to the invoice header.
AP_INVOICES_ALL.NET_OF_RETAINAGE_FLAG,AP_INVOICES_ALL,NET_OF_RETAINAGE_FLAG,VARCHAR2,Yes,Flag to indicate invoice amount is net of retainage
AP_INVOICES_ALL.RELEASE_AMOUNT_NET_OF_TAX,AP_INVOICES_ALL,RELEASE_AMOUNT_NET_OF_TAX,NUMBER,Yes,Invoice amount net of tax for retainage release invoices
AP_INVOICES_ALL.CONTROL_AMOUNT,AP_INVOICES_ALL,CONTROL_AMOUNT,NUMBER,Yes,User-enterable value to ensure that the calculated tax will be the same as on the physical document.
AP_INVOICES_ALL.PARTY_ID,AP_INVOICES_ALL,PARTY_ID,NUMBER,Yes,"An entity that can enter into business relationships with other entities and that submits invoices or other requests for payment. In some cases, goods or services or both are provided in return for payment."
AP_INVOICES_ALL.PARTY_SITE_ID,AP_INVOICES_ALL,PARTY_SITE_ID,NUMBER,Yes,Unique identity of the party site.
AP_INVOICES_ALL.PAY_PROC_TRXN_TYPE_CODE,AP_INVOICES_ALL,PAY_PROC_TRXN_TYPE_CODE,VARCHAR2,Yes,Type of payment processing transaction or document
AP_INVOICES_ALL.PAYMENT_FUNCTION,AP_INVOICES_ALL,PAYMENT_FUNCTION,VARCHAR2,Yes,The function or purpose of the payment
AP_INVOICES_ALL.CUST_REGISTRATION_CODE,AP_INVOICES_ALL,CUST_REGISTRATION_CODE,VARCHAR2,Yes,Customer legal registration code
AP_INVOICES_ALL.CUST_REGISTRATION_NUMBER,AP_INVOICES_ALL,CUST_REGISTRATION_NUMBER,VARCHAR2,Yes,Customer legal registration number
AP_INVOICES_ALL.PORT_OF_ENTRY_CODE,AP_INVOICES_ALL,PORT_OF_ENTRY_CODE,VARCHAR2,Yes,Code that identifies the location or port through which the invoiced goods entered the country.
AP_INVOICES_ALL.EXTERNAL_BANK_ACCOUNT_ID,AP_INVOICES_ALL,EXTERNAL_BANK_ACCOUNT_ID,NUMBER,Yes,External bank account identifier
AP_INVOICES_ALL.VENDOR_CONTACT_ID,AP_INVOICES_ALL,VENDOR_CONTACT_ID,NUMBER,Yes,Foreign Key to PO_VENDOR_CONTACTS
AP_INVOICES_ALL.INTERNAL_CONTACT_EMAIL,AP_INVOICES_ALL,INTERNAL_CONTACT_EMAIL,VARCHAR2,Yes,Email address of possible internal contact
AP_INVOICES_ALL.DISC_IS_INV_LESS_TAX_FLAG,AP_INVOICES_ALL,DISC_IS_INV_LESS_TAX_FLAG,VARCHAR2,Yes,Flag that indicates if tax amount is excluded from the discountable amount when invoice amount applicable to discount is calculated (Y or N)
AP_INVOICES_ALL.EXCLUDE_FREIGHT_FROM_DISCOUNT,AP_INVOICES_ALL,EXCLUDE_FREIGHT_FROM_DISCOUNT,VARCHAR2,Yes,Flag that indicates whether the freight amount is excluded from the discountable amount when calculating the discount (Y or N)
AP_INVOICES_ALL.OBJECT_VERSION_NUMBER,AP_INVOICES_ALL,OBJECT_VERSION_NUMBER,NUMBER,Yes,Used to implement optimistic locking. This number is incremented every time that the row is updated. The number is compared at the start and end of a transaction to detect whether another session has updated the row since it was queried.
AP_INVOICES_ALL.EXCHANGE_RATE_TYPE,AP_INVOICES_ALL,EXCHANGE_RATE_TYPE,VARCHAR2,Yes,"Source of currency conversion rate for an invoice. For example, user defined, spot, or corporate."
AP_INVOICES_ALL.EXCHANGE_RATE,AP_INVOICES_ALL,EXCHANGE_RATE,NUMBER,Yes,Ratio at which the principal unit of one currency is converted into another currency for an invoice.
AP_INVOICES_ALL.EXCHANGE_DATE,AP_INVOICES_ALL,EXCHANGE_DATE,DATE,Yes,Date when a conversion rate is used to convert an amount into another currency for an invoice.
AP_INVOICES_ALL.EMPLOYEE_ADDRESS_CODE,AP_INVOICES_ALL,EMPLOYEE_ADDRESS_CODE,VARCHAR2,Yes,Address Code for the Employee. Can be either 'HOME' or 'OFFICE
AP_INVOICES_ALL.INTERCOMPANY_FLAG,AP_INVOICES_ALL,INTERCOMPANY_FLAG,VARCHAR2,Yes,Intercompany flag added to incorporate FUN team's intercompany feature.
AP_INVOICES_ALL.IMPORT_DOCUMENT_NUMBER,AP_INVOICES_ALL,IMPORT_DOCUMENT_NUMBER,VARCHAR2,Yes,Import declaration number or import manifest number provided by Customs when goods are imported.
AP_INVOICES_ALL.IMPORT_DOCUMENT_DATE,AP_INVOICES_ALL,IMPORT_DOCUMENT_DATE,DATE,Yes,Import declaration date associated with the import document number.
AP_INVOICES_ALL.CORRECTION_YEAR,AP_INVOICES_ALL,CORRECTION_YEAR,NUMBER,Yes,The tax declaration year of a purchase transaction that is being corrected.
AP_INVOICES_ALL.CORRECTION_PERIOD,AP_INVOICES_ALL,CORRECTION_PERIOD,VARCHAR2,Yes,The tax declaration period of a purchase transaction that is being corrected.
AP_INVOICES_ALL.CHECK_VAT_AMOUNT_PAID,AP_INVOICES_ALL,CHECK_VAT_AMOUNT_PAID,VARCHAR2,Yes,Indicator used to determine if a partially paid purchase transaction is reportable for tax. Used for tax reporting in eastern and central Europe.
AP_INVOICES_ALL.REQUEST_ID,AP_INVOICES_ALL,REQUEST_ID,NUMBER,Yes,Enterprise Service Scheduler: indicates the request ID of the job that created or last updated the row.
AP_INVOICES_ALL.JOB_DEFINITION_NAME,AP_INVOICES_ALL,JOB_DEFINITION_NAME,VARCHAR2,Yes,Enterprise Service Scheduler: indicates the name of the job that created or last updated the row.
AP_INVOICES_ALL.JOB_DEFINITION_PACKAGE,AP_INVOICES_ALL,JOB_DEFINITION_PACKAGE,VARCHAR2,Yes,Enterprise Service Scheduler: indicates the package name of the job that created or last updated the row.
AP_INVOICES_ALL.TRANSACTION_DEADLINE,AP_INVOICES_ALL,TRANSACTION_DEADLINE,NUMBER,Yes,Number of days to perform an intra-EU transaction. Used for Modelo reports for Spain.
AP_INVOICES_ALL.MERGE_REQUEST_ID,AP_INVOICES_ALL,MERGE_REQUEST_ID,NUMBER,Yes,Supplier or Party merge request identifier
AP_INVOICES_ALL.BUDGET_DATE,AP_INVOICES_ALL,BUDGET_DATE,DATE,Yes,Budgetary Calendar Period Date applicable for funds check
AP_INVOICES_ALL.DATA_SET_ID,AP_INVOICES_ALL,DATA_SET_ID,NUMBER,Yes,Transaction Identifier for XCC Engine
AP_INVOICES_ALL.FUNDS_STATUS,AP_INVOICES_ALL,FUNDS_STATUS,VARCHAR2,Yes,Indicator to check and reserve funds for the invoice.
AP_INVOICES_ALL.FIRST_PARTY_REGISTRATION_ID,AP_INVOICES_ALL,FIRST_PARTY_REGISTRATION_ID,NUMBER,Yes,First party tax registration identifier.
AP_INVOICES_ALL.THIRD_PARTY_REGISTRATION_ID,AP_INVOICES_ALL,THIRD_PARTY_REGISTRATION_ID,NUMBER,Yes,Third party tax registration identifier.
AP_INVOICES_ALL.IMAGE_DOCUMENT_NUM,AP_INVOICES_ALL,IMAGE_DOCUMENT_NUM,VARCHAR2,Yes,Oracle internal use only.
AP_INVOICES_ALL.FISCAL_DOC_ACCESS_KEY,AP_INVOICES_ALL,FISCAL_DOC_ACCESS_KEY,VARCHAR2,Yes,"Fiscal document unique identifier, which is generated by concatenating multiple attributes of fiscal document."
AP_INVOICES_ALL.REMIT_TO_SUPPLIER_NAME,AP_INVOICES_ALL,REMIT_TO_SUPPLIER_NAME,VARCHAR2,Yes,Third party supplier
AP_INVOICES_ALL.REMIT_TO_SUPPLIER_ID,AP_INVOICES_ALL,REMIT_TO_SUPPLIER_ID,NUMBER,Yes,Third party supplier identifier
AP_INVOICES_ALL.REMIT_TO_ADDRESS_NAME,AP_INVOICES_ALL,REMIT_TO_ADDRESS_NAME,VARCHAR2,Yes,Remit-to address where the payment should be sent
AP_INVOICES_ALL.REMIT_TO_ADDRESS_ID,AP_INVOICES_ALL,REMIT_TO_ADDRESS_ID,NUMBER,Yes,Remit-to address identifier where the payment should be sent
AP_INVOICES_ALL.RELATIONSHIP_ID,AP_INVOICES_ALL,RELATIONSHIP_ID,NUMBER,Yes,Third party relationship identifier
AP_INVOICES_ALL.PO_MATCHED_FLAG,AP_INVOICES_ALL,PO_MATCHED_FLAG,VARCHAR2,Yes,Temporary identifier to determine whether an invoice is purchase order matched in Payables Invoice Validation batch program.
AP_INVOICES_ALL.VALIDATION_WORKER_ID,AP_INVOICES_ALL,VALIDATION_WORKER_ID,NUMBER,Yes,Temporary identifier to set the worker assignment numnber in Payables Invoice Validation batch program.
AP_INVOICES_ALL.LOCKED_BY,AP_INVOICES_ALL,LOCKED_BY,VARCHAR2,Yes,User who has locked the invoice for edit
AP_INVOICES_ALL.LOCK_TIME,AP_INVOICES_ALL,LOCK_TIME,TIMESTAMP,Yes,Time when invoice is locked for edit
AP_INVOICES_ALL.ROUTING_STATUS_LOOKUP_CODE,AP_INVOICES_ALL,ROUTING_STATUS_LOOKUP_CODE,VARCHAR2,Yes,This value indicates the routing status of the invoice. The invoice can be in the process of routing or complete.
AP_INVOICES_ALL.ACC_REFERENCE_VALUE1,AP_INVOICES_ALL,ACC_REFERENCE_VALUE1,VARCHAR2,Yes,Stores reference information from Oracle Subledger Accounting. This is a free text field.
AP_INVOICES_ALL.ADDITIONAL_NOTE,AP_INVOICES_ALL,ADDITIONAL_NOTE,VARCHAR2,Yes,Captures additional information for the invoice.
AP_INVOICES_ALL.ap_invoices_all,AP_INVOICES_ALL,ap_invoices_all,INVOICE_ID,Yes,Indexes
AP_INVOICES_ALL.INVOICE_TYPE_LOOKUP_CODE,AP_INVOICES_ALL,INVOICE_TYPE_LOOKUP_CODE,Obsolete,Yes,
AP_INVOICE_LINES_ALL.INVOICE_ID,AP_INVOICE_LINES_ALL,INVOICE_ID,NUMBER,Yes,Invoice line number associated with the event.
AP_INVOICE_LINES_ALL.LINE_NUMBER,AP_INVOICE_LINES_ALL,LINE_NUMBER,NUMBER,Yes,Number of the invoice line.
AP_INVOICE_LINES_ALL.LINE_TYPE_LOOKUP_CODE,AP_INVOICE_LINES_ALL,LINE_TYPE_LOOKUP_CODE,VARCHAR2,Yes,Type of invoice line.  Valid values from INVOICE LINE TYPE lookup codes.
AP_INVOICE_LINES_ALL.REQUESTER_ID,AP_INVOICE_LINES_ALL,REQUESTER_ID,NUMBER,Yes,The name of the person who the requested items are intended for.
AP_INVOICE_LINES_ALL.DESCRIPTION,AP_INVOICE_LINES_ALL,DESCRIPTION,VARCHAR2,Yes,Description of the invoice line.
AP_INVOICE_LINES_ALL.LINE_SOURCE,AP_INVOICE_LINES_ALL,LINE_SOURCE,VARCHAR2,Yes,Source of the invoice line.  Validated against AP_LOOKUP_CODES.LOOKUP_CODE for LOOKUP_TYPE LINE SOURCE
AP_INVOICE_LINES_ALL.ORG_ID,AP_INVOICE_LINES_ALL,ORG_ID,NUMBER,Yes,Indicates the identifier of the business unit associated to the row.
AP_INVOICE_LINES_ALL.LINE_GROUP_NUMBER,AP_INVOICE_LINES_ALL,LINE_GROUP_NUMBER,NUMBER,Yes,Group number assigned to the line during the Open Interface Import process to be used for generation of allocation rules
AP_INVOICE_LINES_ALL.INVENTORY_ITEM_ID,AP_INVOICE_LINES_ALL,INVENTORY_ITEM_ID,NUMBER,Yes,Inventory item identifier.  Validated against EGP_SYSTEM_ITEMS.INVENTORY_ITEM_ID
AP_INVOICE_LINES_ALL.ITEM_DESCRIPTION,AP_INVOICE_LINES_ALL,ITEM_DESCRIPTION,VARCHAR2,Yes,Description of the item in the invoice line.
AP_INVOICE_LINES_ALL.SERIAL_NUMBER,AP_INVOICE_LINES_ALL,SERIAL_NUMBER,VARCHAR2,Yes,"Number indicating place in a series, used for identification."
AP_INVOICE_LINES_ALL.MANUFACTURER,AP_INVOICE_LINES_ALL,MANUFACTURER,VARCHAR2,Yes,Manufacturer of an asset or item.
AP_INVOICE_LINES_ALL.MODEL_NUMBER,AP_INVOICE_LINES_ALL,MODEL_NUMBER,VARCHAR2,Yes,Model number of the invoice line item.
